# SurvLTrue_F 
-99.0 -99.0 -99.0 -99.0 -99.0  69.9  74.6  80.0  85.5  91.4  97.6 103.7 109.0 113.8 118.5 122.6 126.4 129.4 132.5 135.4 137.6 139.3 141.0 142.4 143.8 145.2 146.6 147.6 149.0 150.1 
-99.0 -99.0 -99.0 -99.0 -99.0  69.9  74.6  80.0  85.5  91.4  97.6 103.7 109.0 113.8 118.5 122.6 126.4 129.4 132.5 135.4 137.6 139.3 141.0 142.4 143.8 145.2 146.6 147.6 149.0 150.1 
-99.0 -99.0 -99.0 -99.0 -99.0  70.0  74.4  79.4  84.8  90.7  97.2 103.5 108.8 113.5 118.1 121.9 125.5 128.3 131.1 133.8 135.8 137.7 139.5 141.0 142.5 144.0 145.4 146.6 148.0 149.2 
-99.0 -99.0 -99.0 -99.0 -99.0  70.0  74.2  78.8  83.9  89.7  96.1 102.3 107.5 111.9 116.2 119.9 123.2 125.9 128.6 131.2 133.2 135.0 136.8 138.3 139.8 141.2 142.7 143.8 145.3 146.4 
-99.0 -99.0 -99.0 -99.0 -99.0  70.0  74.0  78.4  83.2  88.5  94.3  99.9 104.8 109.0 113.2 116.7 120.0 122.8 125.4 128.1 130.1 131.8 133.5 134.9 136.3 137.7 139.1 140.2 141.6 142.6 
-99.0 -99.0 -99.0 -99.0 -99.0  70.0  74.0  78.0  82.4  87.2  92.2  97.2 101.6 105.7 109.7 113.2 116.5 119.2 122.0 124.6 126.6 128.3 129.9 131.2 132.5 133.8 135.2 136.1 137.5 138.4 
-99.0 -99.0 -99.0 -99.0 -99.0  69.8  74.8  80.4  85.0  89.4  93.6  97.7 101.6 105.4 109.1 112.7 116.2 119.6 123.0 126.3 129.4 132.4 135.4 136.1 136.9 137.6 138.4 138.4 138.4 138.4 
-99.0 -99.0 -99.0 -99.0 -99.0  69.8  74.8  79.7  84.4  88.9  93.2  97.2 101.0 104.8 108.3 111.6 114.7 117.8 120.8 123.9 126.7 129.5 132.2 133.4 134.7 136.0 137.3 137.3 137.3 137.3 
-99.0 -99.0 -99.0 -99.0 -99.0  68.8  73.9  79.0  83.9  88.5  92.9  97.1 101.0 104.7 108.0 111.0 113.8 116.5 119.2 121.9 124.5 127.1 129.5 131.2 132.8 134.5 136.2 136.2 136.2 136.2 
-99.0 -99.0 -99.0 -99.0 -99.0  67.7  73.0  78.2  83.2  88.0  92.5  96.9 100.9 104.5 107.7 110.5 113.0 115.4 117.9 120.3 122.7 125.3 127.1 129.8 131.6 133.3 135.1 135.1 135.1 135.1 
-99.0 -99.0 -99.0 -99.0 -99.0  66.7  72.0  77.3  82.4  87.3  91.9  96.5 100.7 104.4 107.6 110.3 112.6 114.9 117.2 119.4 121.4 123.5 125.0 128.6 130.4 132.2 134.0 134.0 134.0 134.0 
-99.0 -99.0 -99.0 -99.0 -99.0  65.7  71.1  76.3  81.5  86.3  90.9  95.4  99.6 103.3 106.6 109.4 112.0 114.3 116.4 118.4 120.2 121.8 123.3 127.5 129.3 131.1 132.9 132.9 132.9 132.9 
-99.0 -99.0 -99.0 -99.0 -99.0  64.7  70.1  75.3  80.4  85.2  89.8  94.2  98.3 102.0 105.4 108.3 111.0 113.3 115.3 117.2 118.8 120.3 121.6 126.4 128.2 130.0 131.8 131.8 131.8 131.8 
-99.0 -99.0 -99.0 -99.0 -99.0  63.8  69.2  74.3  79.3  84.1  88.7  93.0  97.1 100.9 104.2 107.2 109.8 112.1 114.1 115.9 117.5 118.9 121.6 125.8 127.4 129.0 130.7 130.7 130.7 130.7 
-99.0 -99.0 -99.0 -99.0 -99.0  62.9  68.3  73.4  78.4  83.1  87.6  91.9  96.0  99.7 103.0 106.0 108.7 111.1 113.1 115.9 117.5 118.9 121.6 125.5 126.8 128.2 129.6 129.6 129.6 129.6 
-99.0 -99.0 -99.0 -99.0 -99.0  62.9  68.3  72.6  77.6  82.3  86.8  91.0  95.0  98.7 102.0 105.0 107.7 110.1 113.1 115.9 117.5 118.9 121.6 125.2 126.3 127.4 128.5 128.5 128.5 128.5 
# SurvLTrue_M 
-99.0 -99.0 -99.0 -99.0 -99.0  63.3  67.0  70.4  74.0  77.4  80.7  84.0  86.8  89.3  91.7  93.8  95.9  97.7  99.5 101.3 102.7 103.9 105.1 106.1 107.1 108.1 109.1 109.8 110.8 111.5 
-99.0 -99.0 -99.0 -99.0 -99.0  63.3  67.0  70.4  74.0  77.4  80.7  84.0  86.8  89.3  91.7  93.8  95.9  97.7  99.5 101.3 102.7 103.9 105.1 106.1 107.1 108.1 109.1 109.8 110.8 111.5 
-99.0 -99.0 -99.0 -99.0 -99.0  63.6  67.2  70.7  74.1  77.3  80.5  83.5  86.1  88.3  90.4  92.4  94.3  96.0  97.8  99.7 101.3 102.9 104.6 105.9 107.3 108.6 109.9 110.9 112.2 113.2 
-99.0 -99.0 -99.0 -99.0 -99.0  63.6  67.2  71.0  74.3  77.3  80.2  83.0  85.4  87.6  89.8  91.7  93.6  95.3  97.1  98.9 100.3 101.5 102.7 103.7 104.7 105.6 106.6 107.3 108.3 109.0 
-99.0 -99.0 -99.0 -99.0 -99.0  63.8  67.3  70.9  74.0  77.0  79.7  82.4  84.8  86.9  89.1  91.0  92.9  94.7  96.4  98.1  99.3 100.1 100.9 101.5 102.0 102.6 103.2 103.7 104.3 104.7 
-99.0 -99.0 -99.0 -99.0 -99.0  63.8  67.3  70.0  73.1  76.0  78.7  81.4  83.7  85.8  87.9  89.7  91.6  93.3  95.1  97.0  98.3  99.3 100.2 101.0 101.8 102.5 103.3 103.9 104.6 105.2 
-99.0 -99.0 -99.0 -99.0 -99.0  64.2  67.5  71.0  73.8  76.4  78.7  80.9  82.9  84.9  86.8  88.5  90.2  92.0  93.8  95.6  97.5  99.4 101.4 103.1 104.8 106.6 108.3 108.3 108.3 108.3 
-99.0 -99.0 -99.0 -99.0 -99.0  64.2  67.5  70.5  73.3  75.8  78.2  80.2  82.1  83.9  85.7  87.3  88.8  90.4  92.1  93.8  95.6  97.4  99.5 101.9 104.6 107.2 109.8 109.8 109.8 109.8 
-99.0 -99.0 -99.0 -99.0 -99.0  63.7  67.0  70.1  72.9  75.5  77.9  79.9  81.7  83.6  85.2  86.6  87.9  89.3  90.9  92.5  94.2  95.9  97.6  99.3 100.8 102.2 103.7 103.7 103.7 103.7 
-99.0 -99.0 -99.0 -99.0 -99.0  63.2  66.6  69.7  72.6  75.3  77.7  79.7  81.6  83.4  84.9  86.2  87.4  88.7  90.1  91.6  93.1  94.7  96.3  97.4  98.2  99.0  99.8  99.8  99.8  99.8 
-99.0 -99.0 -99.0 -99.0 -99.0  62.7  66.0  69.3  72.2  74.9  77.3  79.5  81.4  83.2  84.7  85.9  87.0  88.3  89.5  90.9  92.4  93.8  95.5  97.7  99.8 101.9 104.0 104.0 104.0 104.0 
