# SurvLTrue_F 
-99.0 -99.0 -99.0 -99.0 -99.0  62.1  65.5  68.7  71.6  74.3  76.7  78.9  80.9  82.7  84.2  85.5  86.6  87.9  89.1  90.5  91.7  93.0  94.6  96.3  97.9  99.5 101.1 101.1 101.1 101.1 
-99.0 -99.0 -99.0 -99.0 -99.0  61.5  64.8  68.0  70.9  73.6  76.0  78.2  80.2  82.1  83.7  85.0  86.3  87.6  88.8  90.1  91.3  92.4  93.8  95.4  97.0  98.6 100.2 100.2 100.2 100.2 
-99.0 -99.0 -99.0 -99.0 -99.0  60.8  64.1  67.2  70.1  72.7  75.2  77.4  79.4  81.3  83.0  84.5  85.9  87.3  88.5  89.8  90.9  91.9  93.0  94.5  96.1  97.7  99.3  99.3  99.3  99.3 
-99.0 -99.0 -99.0 -99.0 -99.0  60.1  63.4  66.4  69.2  71.9  74.3  76.5  78.6  80.5  82.3  83.9  85.4  86.8  88.1  89.3  90.3  91.9  92.3  93.8  95.2  96.5  97.9  97.9  97.9  97.9 
-99.0 -99.0 -99.0 -99.0 -99.0  60.1  63.4  65.6  68.4  71.0  73.4  75.7  77.7  79.7  81.5  83.1  84.6  86.1  87.4  88.6  89.7  91.9  92.3  93.2  94.2  95.2  96.2  96.2  96.2  96.2 
# SurvLTrue_T 
-99.0 -99.0 -99.0 -99.0 -99.0  66.2  71.2  76.0  81.0  85.8  90.5  95.0  98.8 102.0 105.1 107.7 110.3 112.5 114.7 116.8 118.3 119.5 120.7 121.6 122.6 123.5 124.5 125.2 126.1 126.8 
-99.0 -99.0 -99.0 -99.0 -99.0  66.2  71.2  76.0  81.0  85.8  90.5  95.0  98.8 102.0 105.1 107.7 110.3 112.5 114.7 116.8 118.3 119.5 120.7 121.6 122.6 123.5 124.5 125.2 126.1 126.8 
-99.0 -99.0 -99.0 -99.0 -99.0  66.8  71.4  76.2  80.8  85.5  90.3  94.7  98.2 101.1 104.0 106.4 108.7 110.8 112.8 114.9 116.7 118.7 120.7 122.2 123.8 125.4 127.0 128.2 129.7 130.9 
-99.0 -99.0 -99.0 -99.0 -99.0  67.1  71.4  75.9  80.2  84.7  89.3  93.7  97.3 100.3 103.1 105.5 107.8 109.7 111.6 113.5 115.1 117.0 118.8 120.2 121.7 123.1 124.6 125.6 127.1 128.2 
-99.0 -99.0 -99.0 -99.0 -99.0  67.5  71.4  75.6  79.6  83.8  88.1  92.2  95.6  98.6 101.5 103.9 106.2 108.0 109.9 111.7 113.1 114.4 115.7 116.8 117.8 118.8 119.9 120.7 121.7 122.5 
-99.0 -99.0 -99.0 -99.0 -99.0  67.5  71.4  74.9  78.7  82.6  86.5  90.3  93.5  96.4  99.1 101.4 103.7 105.5 107.4 109.2 110.5 111.6 112.7 113.6 114.4 115.3 116.2 116.8 117.7 118.4 
-99.0 -99.0 -99.0 -99.0 -99.0  67.8  72.3  77.2  81.0  84.6  87.8  90.8  93.4  96.0  98.4 100.7 102.7 104.6 106.4 108.3 110.2 112.0 113.9 115.2 116.6 118.0 119.4 119.4 119.4 119.4 
-99.0 -99.0 -99.0 -99.0 -99.0  67.8  72.3  76.4  80.3  83.9  87.1  89.9  92.4  94.7  97.0  99.0 100.7 102.2 103.7 105.4 107.1 108.7 110.4 112.3 114.2 116.0 117.9 117.9 117.9 117.9 
-99.0 -99.0 -99.0 -99.0 -99.0  66.9  71.6  75.8  79.8  83.4  86.7  89.5  91.9  94.2  96.2  98.0  99.3 100.4 101.6 103.1 104.6 106.1 107.6 108.5 109.4 110.4 111.3 111.3 111.3 111.3 
-99.0 -99.0 -99.0 -99.0 -99.0  66.1  70.8  75.3  79.3  83.0  86.4  89.2  91.7  93.9  95.8  97.2  98.2  99.1 100.1 101.2 102.5 103.9 105.3 107.1 108.8 110.6 112.3 112.3 112.3 112.3 
-99.0 -99.0 -99.0 -99.0 -99.0  65.2  70.0  74.6  78.7  82.5  85.8  88.7  91.3  93.5  95.3  96.6  97.4  98.0  98.9  99.8 101.0 102.2 103.4 106.2 109.0 111.8 114.6 114.6 114.6 114.6 
-99.0 -99.0 -99.0 -99.0 -99.0  64.4  69.2  73.7  77.9  81.6  85.0  87.9  90.5  92.7  94.5  95.8  96.5  97.1  98.0  98.8  99.9 100.9 101.9 104.0 106.1 108.2 110.3 110.3 110.3 110.3 
-99.0 -99.0 -99.0 -99.0 -99.0  63.6  68.4  72.8  76.9  80.7  84.0  86.9  89.4  91.6  93.5  94.9  95.8  96.5  97.3  98.1  99.1  99.9 100.7 102.2 103.8 105.3 106.8 106.8 106.8 106.8 
-99.0 -99.0 -99.0 -99.0 -99.0  62.8  67.6  71.9  76.0  79.7  82.9  85.8  88.3  90.5  92.4  93.9  95.0  95.9  96.8  97.6  98.4  99.1  99.7 101.5 103.3 105.1 106.9 106.9 106.9 106.9 
-99.0 -99.0 -99.0 -99.0 -99.0  62.0  66.7  71.1  75.1  78.7  81.9  84.7  87.2  89.4  91.3  93.0  94.2  95.2  96.2  97.1  97.8  98.4  98.9 101.1 103.3 105.6 107.8 107.8 107.8 107.8 
-99.0 -99.0 -99.0 -99.0 -99.0  62.0  66.7  70.3  74.3  77.9  81.1  83.9  86.3  88.4  90.4  92.1  93.4  94.4  95.4  96.3  97.0  97.5  98.9 100.8 103.4 105.9 108.5 108.5 108.5 108.5 
