## ------------------------------------------------------------------------- ##
## TEMPLATE DATA FILE FOR iSCAM                                              ##
## TIPS: -use '#' as comment character for the data file                     ##
##       -use '#' on all blank lines (windows compatible)                    ##
##       -sex: 0=asexual, 1=female, 2=male                                   ##  
##                                                                           ##
##                                                                           ##
## TEMPLATE is based on Flack Lake Trout (ADMB catage example)               ##
## ------------------------------------------------------------------------- ##
##
##
##
## ------------------------------------------------------------------------- ##
## MODEL DIMENSIONS                                                          ##
## ------------------------------------------------------------------------- ##
1        # -number of areas            (narea)
1        # -number of groups or stocks (ngroup)
1        # -number of sexes            (nsex)
1951     # -first year of data         (syr)
2012     # -last year of data          (nyr)
2        # -age of youngest age class  (sage)
10       # -age of plus group          (nage)
5        # -number of gears            (ngear)
##
## ------------------------------------------------------------------------- ##
## Allocation for each gear in (ngear), use 0 for survey gears.              ##
## ------------------------------------------------------------------------- ##
0.083 0.442 0.474 0 0
##
##
## ------------------------------------------------------------------------- ##
##
## ------------------------------------------------------------------------- ##
## Age-schedule and population parameters                                    ##
## ------------------------------------------------------------------------- ##
## Need one value for each area and sex.
##
27.0                    # -asymptotic length (linf)  
0.48                    # -brody growth coefficient (k)
0.0                     # -theoretical age at zero length (to)
4.5e-6                  # -scaler in length-weight allometry
3.1270                  # -power parameter in length-weight allometry
3.055                   # -age at 50% maturity (approx with log(3.0)/k)
0.05                    # -std at 50% maturity (CV ~ 0.1)
0                       # -(if n_MAT==1) use the following vector for maturity
0                       #mat vec
##
## ------------------------------------------------------------------------- ##
## TIME SERIES DATA                                                          ##
## ------------------------------------------------------------------------- ##
## Observed catch from all gears, areas, and sex                             ##
## sex: 1=female, 2=male, 0=asexual
## Type of catch: legend                                                     ##
##               1 = catch in weight                                         ##
##               2 = catch in numbers                                        ##
##               3 = catch in spawn (roe)                                    ##
## 
## n_ct_obs
   140
## Year gear area group sex type value
   2002 1    1    1     0     46 570   243   55 9  3  1  0  1
   2003 1    1    1     0     12 189   181   36 9  1  0  0  0
   2004 1    1    1     0     57 156   203   71 18 2  0  0  0
   2005 1    1    1     0     22 72 36 28 9  2  0  0  0
   2006 1    1    1     0     29 39 47 26 29 6  2  1  0
   2007 1    1    1     0     39 17 3  1  2  0  0  0  0
   2008 1    1    1     0     231   94 458   118   24 5  1  1  0
   2009 1    1    1     0     4  172   49 5  3  0  0  0  0
   2010 1    1    1     0     34 19 249   20 18 7  1  2  0
   2011 1    1    1     0     19 135   20 17 1  0  0  0  0
   2012 1    1    1     0     86 1379  1194  99 75 6  3  0  0
   1972 2    1    1     0     564   2514  2354  1282  260   77 10 1  0
   1973 2    1    1     0     51 1306  1510  1157  588   77 11 1  0
   1974 2    1    1     0     144   533   155   37 13 1  1  0  0
   1975 2    1    1     0     288   3117  1506  417   180   85 25 10 0
   1976 2    1    1     0     183   505   1002  395   97 41 23 6  2
   1977 2    1    1     0     100   1717  675   506   133   37 19 6  5
   1978 2    1    1     0     30 1253  1545  423   277   53 11 1  2
   1979 2    1    1     0     92 765   1121  898   270   126   38 15 5
   1980 2    1    1     0     350   3800  1344  1341  694   174   93 22 7
   1981 2    1    1     0     1230  4902  3605  1200  1002  398   87 31 6
   1982 2    1    1     0     337   1852  1334  1124  254   273   125   29 2
   1983 2    1    1     0     434   4122  3745  2285  1428  411   385   161   28
   1984 2    1    1     0     604   2784  2099  936   522   244   82 35 10
   1985 2    1    1     0     2024  3592  1519  628   268   104   46 5  1
   1986 2    1    1     0     889   3799  1477  409   128   53 9  5  0
   1987 2    1    1     0     781   2623  2945  1201  276   86 29 10 4
   1988 2    1    1     0     301   3848  924   935   250   63 13 4  0
   1989 2    1    1     0     651   1177  3491  610   460   104   20 2  1
   1990 2    1    1     0     452   3337  652   1159  182   105   23 4  1
   1991 2    1    1     0     542   1173  2123  476   775   116   75 10 1
   1992 2    1    1     0     257   2762  691   843   176   260   30 16 0
   1993 2    1    1     0     832   2096  1737  379   326   76 84 8  2
   1994 2    1    1     0     279   2518  1594  1120  238   168   42 9  0
   1995 2    1    1     0     580   1251  2048  1005  627   155   62 20 6
   1996 2    1    1     0     1059  3984  1160  1192  481   280   57 19 6
   1997 2    1    1     0     618   3806  1671  433   464   184   107   9  3
   1998 2    1    1     0     383   4176  2784  1049  228   171   64 17 2
   1999 2    1    1     0     268   1054  1716  792   274   75 28 7  2
   2000 2    1    1     0     859   2759  1385  1591  627   149   21 15 1
   2001 2    1    1     0     458   2981  1939  603   559   181   45 7  2
   2002 2    1    1     0     490   3042  1535  673   140   116   22 4  0
   2003 2    1    1     0     330   3994  3368  1099  322   81 35 9  0
   2004 2    1    1     0     251   1353  1982  972   237   74 14 9  1
   2005 2    1    1     0     353   1420  1468  1183  387   98 32 11 4
   2006 2    1    1     0     968   1257  1134  754   448   103   33 8  1
   2007 2    1    1     0     107   2951  1666  749   346   188   42 10 1
   2008 2    1    1     0     160   582   3191  717   259   105   41 8  1
   2009 2    1    1     0     20 3164  665   606   180   60 25 10 1
   2010 2    1    1     0     583   228   3843  297   311   73 26 8  4
   2011 2    1    1     0     580   4110  675   1128  114   63 22 4  1
   2012 2    1    1     0     242   2760  3114  281   459   39 12 4  0
   1972 3    1    1     0     46 118   468   286   68 15 2  1  0
   1973 3    1    1     0     0  39 68 84 25 7  1  0  0
   1974 3    1    1     0     0  45 390   283   158   39 9  0  0
   1975 3    1    1     0     0  8  76 53 21 5  1  0  0
   1976 3    1    1     0     0  5  322   342   89 22 5  1  0
   1977 3    1    1     0     0  56 480   779   270   62 9  2  0
   1978 3    1    1     0     0  2  110   165   195   59 8  2  0
   1979 3    1    1     0     0  6  121   286   72 29 8  0  1
   1980 3    1    1     0     0  4  26 117   90 23 2  1  0
   1981 3    1    1     0     1  25 207   262   426   183   32 3  1
   1982 3    1    1     0     0  27 94 180   89 123   69 5  2
   1983 3    1    1     0     0  2  113   120   96 38 30 7  0
   1984 3    1    1     0     0  54 229   234   144   71 12 5  7
   1985 3    1    1     0     1  34 286   356   259   101   41 9  9
   1987 3    1    1     0     0  48 684   642   317   163   50 11 5
   1988 3    1    1     0     0  82 132   426   179   47 20 3  2
   1989 3    1    1     0     0  13 331   181   213   64 18 3  0
   1990 3    1    1     0     0  115   160   771   167   133   20 4  1
   1991 3    1    1     0     0  14 306   187   436   79 51 13 1
   1992 3    1    1     0     0  74 174   510   137   221   31 17 5
   1993 3    1    1     0     0  104   363   154   196   37 49 2  2
   1994 3    1    1     0     1  45 300   537   183   95 30 8  2
   1995 3    1    1     0     0  21 243   341   242   52 22 4  2
   1996 3    1    1     0     0  21 86 247   119   56 10 4  0
   1997 3    1    1     0     0  30 113   104   202   108   54 16 6
   1998 3    1    1     0     0  45 450   438   185   191   57 26 5
   1999 3    1    1     0     0  18 245   307   176   56 28 5  1
